time,flow,temp,salt
1996-07-01,4449.6,11.6,0.2
1996-07-02,6488.64,11.2,0.2
1996-07-03,6246.72,11.4,0.2
1996-07-04,4173.12,11.8,0.2
1996-07-05,4173.12,12.2,0.2
1996-07-06,6324.48,12,0.2
1996-07-07,3957.12,10.9,0.2
1996-07-08,27820.8,10.9,0.2
1996-07-09,18230.4,9.3,0.2
1996-07-10,19699.2,9.6,0.2
1996-07-11,22204.8,10.6,0.2
1996-07-12,8812.8,11,0.2
1996-07-13,4389.12,12.3,0.2
1996-07-14,2341.44,13.9,0.2
1996-07-15,3257.28,13.5,0.2
1996-07-16,2384.64,13.3,0.2
1996-07-17,2047.68,13.4,0.2
1996-07-18,1918.08,13.7,0.2
1996-07-19,1823.04,13.7,0.2
1996-07-20,1192.32,14.5,0.2
1996-07-21,622.08,15.4,0.2
1996-07-22,1278.72,14.7,0.3
1996-07-23,1313.28,15.1,0.2
1996-07-24,2116.8,14.2,0.2
1996-07-25,1226.88,15,0.3
1996-07-26,1140.48,15.6,0.2
1996-07-27,708.48,16.6,0.2
1996-07-28,561.6,17.8,0.2
1996-07-29,1926.72,16.2,0.2
1996-07-30,1848.96,15.5,0.2
1996-07-31,1123.2,16.4,0.2
1996-08-01,1080,16.7,0.3
1996-08-02,1339.2,17.2,0.3
1996-08-03,4354.56,14.9,0.3
1996-08-04,2013.12,13.9,0.3
1996-08-05,1987.2,14.3,0.3
1996-08-06,2039.04,14.8,0.3
1996-08-07,1607.04,14.7,0.3
1996-08-08,2142.72,15.1,0.3
1996-08-09,2064.96,15.9,0.3
1996-08-10,1365.12,17.1,0.3
1996-08-11,2324.16,16.9,0.3
1996-08-12,6454.08,14.1,0.3
1996-08-13,3516.48,13.2,0.3
1996-08-14,5106.24,13.1,0.3
1996-08-15,7274.88,13.3,0.3
1996-08-16,3957.12,13.1,0.3
1996-08-17,2695.68,13.4,0.3
1996-08-18,1149.12,15.1,0.3
1996-08-19,1926.72,14.6,0.3
1996-08-20,1736.64,14.7,0.3
1996-08-21,1771.2,14.7,0.3
1996-08-22,2082.24,14.4,0.3
1996-08-23,4942.08,14.4,0.3
1996-08-24,1831.68,13.8,0.3
1996-08-25,1175.04,13.9,0.3
1996-08-26,2099.52,13.3,0.3
1996-08-27,2116.8,13.5,0.3
1996-08-28,7387.2,12.8,0.2
1996-08-29,4328.64,11.8,0.3
1996-08-30,2522.88,12.1,0.3
1996-08-31,1408.32,12.4,0.3
1996-09-01,4924.8,11.6,0.3
1996-09-02,5624.64,10.9,0.3
1996-09-03,3179.52,11.2,0.3
1996-09-04,2471.04,11.8,0.3
1996-09-05,1874.88,12.1,0.3
1996-09-06,1546.56,11.9,0.3
1996-09-07,1062.72,11.3,0.3
1996-09-08,501.12,11.1,0.3
1996-09-09,889.92,10.4,0.3
1996-09-10,1131.84,10.5,0.3
1996-09-11,2013.12,10.9,0.3
1996-09-12,1218.24,11.3,0.3
1996-09-13,5996.16,9.5,0.3
1996-09-14,21859.2,8.6,0.2
1996-09-15,12096,9,0.3
1996-09-16,6989.76,8.8,0.3
1996-09-17,5322.24,8.3,0.3
1996-09-18,4864.32,8.4,0.3
1996-09-19,4752,9,0.3
1996-09-20,3620.16,9,0.3
1996-09-21,2669.76,9.3,0.3
1996-09-22,2013.12,9.9,0.3
1996-09-23,6497.28,9.6,0.3
1996-09-24,12614.4,8.8,0.3
1996-09-25,5045.76,8.7,0.3
1996-09-26,2419.2,8.6,0.3
1996-09-27,1857.6,8.1,0.3
1996-09-28,3438.72,9.3,0.3
1996-09-29,2669.76,9.1,0.3
1996-09-30,3024,9,0.3
1996-10-01,3697.92,9,0.3
1996-10-02,8726.4,9.3,0.3
1996-10-03,5287.68,8.6,0.3
1996-10-04,2643.84,8,0.3
1996-10-05,2272.32,7.9,0.3
1996-10-06,1900.8,7.9,0.3
1996-10-07,1771.2,8.5,0.3
1996-10-08,1581.12,9.1,0.3
1996-10-09,1382.4,9.1,0.3
1996-10-10,1442.88,9.2,0.3
1996-10-11,1477.44,9.2,0.3
1996-10-12,1071.36,9,0.3
1996-10-13,699.84,8.6,0.3
1996-10-14,1166.4,8,0.3
1996-10-15,941.76,8.2,0.3
1996-10-16,1149.12,9,0.3
1996-10-17,7283.52,8.5,0.3
1996-10-18,2738.88,8,0.3
1996-10-19,6177.6,7.7,0.3
1996-10-20,6272.64,7.7,0.3
1996-10-21,15465.6,8,0.3
1996-10-22,11664,8.5,0.3
1996-10-23,5814.72,7.4,0.3
1996-10-24,3948.48,6.6,0.3
1996-10-25,2877.12,6.6,0.3
1996-10-26,2790.72,7.3,0.3
1996-10-27,2082.24,7.8,0.3
1996-10-28,3430.08,7.6,0.3
1996-10-29,4052.16,7.9,0.3
1996-10-30,9331.2,7.5,0.3
1996-10-31,3317.76,6.1,0.3
1996-11-01,9849.6,6.6,0.3
1996-11-02,7171.2,7.3,0.3
1996-11-03,3490.56,6.7,0.3
1996-11-04,4147.2,6.4,0.3
1996-11-05,3360.96,6.2,0.3
1996-11-06,2730.24,6.5,0.3
1996-11-07,3697.92,6.7,0.3
1996-11-08,9158.4,7.2,0.3
1996-11-09,3801.6,6.1,0.3
1996-11-10,2125.44,5,0.3
1996-11-11,3395.52,5.2,0.3
1996-11-12,3153.6,6.4,0.3
1996-11-13,3110.4,6.9,0.3
1996-11-14,4855.68,6.3,0.3
1996-11-15,3248.64,5.2,0.3
1996-11-16,2220.48,5.4,0.3
1996-11-17,2168.64,5.5,0.3
1996-11-18,2712.96,5.2,0.3
1996-11-19,2272.32,4.9,0.3
1996-11-20,2108.16,4.5,0.3
1996-11-21,2272.32,4.4,0.3
1996-11-22,1918.08,3.5,0.3
1996-11-23,1425.6,2.4,0.3
1996-11-24,1460.16,1.1,0.3
1996-11-25,1918.08,1.8,0.3
1996-11-26,4069.44,2.9,0.3
1996-11-27,3542.4,3.7,0.3
1996-11-28,2453.76,3,0.3
1996-11-29,2116.8,2.2,0.3
1996-11-30,3732.48,2,0.3
1996-12-01,2367.36,2.5,0.3
1996-12-02,3343.68,2.7,0.3
1996-12-03,3568.32,3.3,0.3
1996-12-04,2790.72,3.2,0.3
1996-12-05,2721.6,2.6,0.3
1996-12-06,2496.96,2.4,0.3
1996-12-07,1719.36,2.9,0.3
1996-12-08,1719.36,2,0.3
1996-12-09,2289.6,1.6,0.3
1996-12-10,1892.16,1.8,0.3
1996-12-11,2462.4,2.5,0.3
1996-12-12,2419.2,2.1,0.3
1996-12-13,2574.72,2.1,0.3
1996-12-14,3836.16,3.2,0.3
1996-12-15,2540.16,3.6,0.3
1996-12-16,3058.56,3.2,0.3
1996-12-17,2635.2,2.4,0.3
1996-12-18,4440.96,2.9,0.3
1996-12-19,4458.24,3.1,0.3
1996-12-20,4613.76,3.4,0.3
1996-12-21,5149.44,4,0.3
1996-12-22,3879.36,4.2,0.3
1996-12-23,5434.56,4,0.3
1996-12-24,6410.88,3.5,0.3
1996-12-25,3101.76,2.5,0.3
1996-12-26,2617.92,0.7,0.3
1996-12-27,2522.88,0.3,0.3
1996-12-28,1788.48,0.1,0.3
1996-12-29,1330.56,0.1,0.3
1996-12-30,1961.28,0.2,0.3
1996-12-31,1235.52,0.2,0.3
1997-01-01,1062.72,0.1,0.3
1997-01-02,1287.36,0.1,0.3
1997-01-03,1278.72,0.5,0.3
1997-01-04,984.96,0.4,0.3
1997-01-05,648,0.6,0.3
1997-01-06,518.4,1,0.3
1997-01-07,1373.76,1.7,0.3
1997-01-08,941.76,1.5,0.3
1997-01-09,1080,1.3,0.3
1997-01-10,794.88,1.2,0.3
1997-01-11,475.2,1.6,0.3
1997-01-12,423.36,0.5,0.3
1997-01-13,570.24,0.1,0.3
1997-01-14,544.32,0.1,0.3
1997-01-15,648,0.1,0.3
1997-01-16,1537.92,0.1,0.3
1997-01-17,1010.88,0.1,0.3
1997-01-18,509.76,0.1,0.3
1997-01-19,466.56,0.1,0.3
1997-01-20,786.24,0.3,0.3
1997-01-21,872.64,1,0.3
1997-01-22,1062.72,1.4,0.3
1997-01-23,1347.84,1.4,0.3
1997-01-24,2151.36,1.4,0.3
1997-01-25,1131.84,1.5,0.3
1997-01-26,760.32,2.2,0.3
1997-01-27,1434.24,2.2,0.3
1997-01-28,1321.92,2,0.3
1997-01-29,1157.76,2.2,0.3
1997-01-30,872.64,2,0.3
1997-01-31,915.84,1.7,0.3
1997-02-01,552.96,1.6,0.3
1997-02-02,406.08,0.6,0.3
1997-02-03,691.2,0.8,0.3
1997-02-04,639.36,0.8,0.3
1997-02-05,820.8,1.1,0.3
1997-02-06,1451.52,1.3,0.3
1997-02-07,1166.4,1,0.3
1997-02-08,544.32,0.8,0.3
1997-02-09,432,0.5,0.3
1997-02-10,760.32,0.8,0.3
1997-02-11,1157.76,1.4,0.3
1997-02-12,4233.6,2.1,0.3
1997-02-13,4276.8,2.5,0.3
1997-02-14,3335.04,1.8,0.3
1997-02-15,7508.16,2.2,0.3
1997-02-16,2635.2,2.3,0.3
1997-02-17,2730.24,1.7,0.3
1997-02-18,1753.92,1.9,0.3
1997-02-19,3032.64,2.5,0.3
1997-02-20,2764.8,2.9,0.3
1997-02-21,2920.32,3.6,0.3
1997-02-22,2082.24,3.9,0.3
1997-02-23,1918.08,3.5,0.3
1997-02-24,2514.24,3.5,0.3
1997-02-25,3697.92,4.3,0.3
1997-02-26,10281.6,4.1,0.2
1997-02-27,7603.2,3,0.3
1997-02-28,3905.28,3,0.3
1997-03-01,2099.52,3.8,0.2
1997-03-02,2332.8,4.4,0.2
1997-03-03,3542.4,4.4,0.2
1997-03-04,3888,4.7,0.2
1997-03-05,4561.92,5,0.2
1997-03-06,5287.68,4.7,0.2
1997-03-07,4112.64,4.4,0.2
1997-03-08,1961.28,5,0.2
1997-03-09,1753.92,5.7,0.2
1997-03-10,3179.52,4.9,0.2
1997-03-11,2617.92,5,0.2
1997-03-12,3628.8,4.9,0.2
1997-03-13,3654.72,5,0.2
1997-03-14,3499.2,4.8,0.2
1997-03-15,3101.76,5.2,0.2
1997-03-16,1987.2,5.8,0.2
1997-03-17,3680.64,5.7,0.2
1997-03-18,3654.72,5.7,0.2
1997-03-19,3931.2,5.5,0.2
1997-03-20,4959.36,3.9,0.2
1997-03-21,2972.16,3.2,0.2
1997-03-22,1918.08,4.3,0.2
1997-03-23,1650.24,4.6,0.2
1997-03-24,3075.84,5,0.2
1997-03-25,2479.68,5.1,0.2
1997-03-26,2661.12,5.8,0.2
1997-03-27,3127.68,6,0.2
1997-03-28,7663.68,5.7,0.2
1997-03-29,5408.64,4,0.2
1997-03-30,3559.68,4.1,0.2
1997-03-31,3119.04,5,0.2
1997-04-01,3654.72,5.4,0.2
1997-04-02,4449.6,5.6,0.2
1997-04-03,5140.8,5.5,0.2
1997-04-04,5806.08,4.7,0.2
1997-04-05,3283.2,4.3,0.2
1997-04-06,11232,4.9,0.2
1997-04-07,6220.8,4.6,0.2
1997-04-08,4648.32,4.7,0.2
1997-04-09,4086.72,5.3,0.2
1997-04-10,4043.52,6.1,0.2
1997-04-11,3741.12,6.6,0.2
1997-04-12,3075.84,6,0.2
1997-04-13,1848.96,6.1,0.2
1997-04-14,3300.48,5.9,0.2
1997-04-15,3274.56,5.7,0.2
1997-04-16,2972.16,5,0.2
1997-04-17,2099.52,5.1,0.2
1997-04-18,1779.84,5.9,0.2
1997-04-19,1529.28,6.8,0.2
1997-04-20,1477.44,6.6,0.2
1997-04-21,2289.6,4.6,0.2
1997-04-22,1702.08,5,0.2
1997-04-23,1805.76,5.8,0.2
1997-04-24,2496.96,6,0.2
1997-04-25,2825.28,6.8,0.2
1997-04-26,3205.44,7,0.2
1997-04-27,8726.4,6.5,0.2
1997-04-28,7992,6.8,0.2
1997-04-29,13392,6.6,0.2
1997-04-30,15552,6.1,0.2
1997-05-01,8812.8,6.7,0.2
1997-05-02,6333.12,7.2,0.2
1997-05-03,5572.8,7.9,0.2
1997-05-04,5019.84,7.9,0.2
1997-05-05,6816.96,7.5,0.2
1997-05-06,8899.2,6.9,0.2
1997-05-07,8726.4,6.1,0.2
1997-05-08,4345.92,5.6,0.2
1997-05-09,4078.08,5.8,0.2
1997-05-10,3879.36,8,0.2
1997-05-11,3041.28,9.1,0.2
1997-05-12,5184,8,0.2
1997-05-13,4898.88,8.5,0.2
1997-05-14,5425.92,8.5,0.2
1997-05-15,6583.68,9.1,0.2
1997-05-16,7473.6,9.3,0.2
1997-05-17,6402.24,9.5,0.2
1997-05-18,4708.8,9.3,0.2
1997-05-19,3706.56,9.6,0.2
1997-05-20,4933.44,9.3,0.2
1997-05-21,6333.12,9.1,0.2
1997-05-22,6333.12,8.6,0.2
1997-05-23,3844.8,8.8,0.2
1997-05-24,3853.44,8.9,0.2
1997-05-25,3119.04,9.8,0.2
1997-05-26,4743.36,10.1,0.2
1997-05-27,4510.08,10.3,0.2
1997-05-28,3732.48,10,0.2
1997-05-29,1702.08,10.2,0.2
1997-05-30,2453.76,10.7,0.2
1997-05-31,1632.96,10.9,0.2
1997-06-01,1684.8,10,0.2
1997-06-02,2013.12,10,0.2
1997-06-03,1900.8,10.7,0.2
1997-06-04,2548.8,11,0.2
1997-06-05,2626.56,11.8,0.2
1997-06-06,2946.24,11.8,0.2
1997-06-07,1944,13,0.2
1997-06-08,2099.52,13.8,0.2
1997-06-09,2972.16,13.2,0.2
1997-06-10,2436.48,13.5,0.2
1997-06-11,2341.44,13.3,0.2
1997-06-12,1918.08,13.8,0.2
1997-06-13,1779.84,14,0.2
1997-06-14,1278.72,13.9,0.2
1997-06-15,1728,14.1,0.2
1997-06-16,1952.64,14.1,0.2
1997-06-17,1840.32,13.9,0.2
1997-06-18,2989.44,12.5,0.2
1997-06-19,4294.08,11.6,0.2
1997-06-20,10022.4,11,0.2
1997-06-21,4008.96,11.2,0.2
1997-06-22,7214.4,11,0.2
1997-06-23,6756.48,10,0.2
1997-06-24,8130.24,10.6,0.2
1997-06-25,7076.16,10.6,0.2
1997-06-26,5184,10.8,0.2
1997-06-27,4199.04,10.9,0.2
1997-06-28,4008.96,11.4,0.2
1997-06-29,2695.68,12.4,0.2
1997-06-30,6246.72,12.3,0.2
1997-07-01,3939.84,11.9,0.2
1997-07-02,2928.96,12.7,0.2
1997-07-03,2548.8,13.2,0.2
1997-07-04,3015.36,12.7,0.2
1997-07-05,9504,11.8,0.2
1997-07-06,34819.2,10.3,0.2
1997-07-07,14860.8,10,0.2
1997-07-08,7248.96,10.8,0.2
1997-07-09,4501.44,11.7,0.2
1997-07-10,3568.32,12.6,0.2
1997-07-11,3507.84,12.8,0.2
1997-07-12,1892.16,14.1,0.2
1997-07-13,1486.08,15.3,0.2
1997-07-14,3127.68,13.3,0.2
1997-07-15,2687.04,13.3,0.2
1997-07-16,2229.12,13.7,0.2
1997-07-17,2332.8,13.7,0.2
1997-07-18,13910.4,13,0.2
1997-07-19,27734.4,11,0.2
1997-07-20,21254.4,11,0.2
1997-07-21,7819.2,11.3,0.2
1997-07-22,4691.52,12.2,0.2
1997-07-23,4086.72,12,0.2
1997-07-24,3464.64,12.9,0.2
1997-07-25,9072,13.2,0.2
1997-07-26,22377.6,11.8,0.2
1997-07-27,5875.2,12.3,0.2
1997-07-28,4587.84,13.1,0.2
1997-07-29,3335.04,13.5,0.2
1997-07-30,3032.64,13.7,0.2
1997-07-31,3317.76,13.1,0.2
1997-08-01,8285.76,11.9,0.3
1997-08-02,5019.84,11.2,0.3
1997-08-03,2833.92,13,0.3
1997-08-04,2972.16,13.8,0.3
1997-08-05,2600.64,14.4,0.3
1997-08-06,2954.88,14.6,0.3
1997-08-07,2583.36,14.3,0.3
1997-08-08,4691.52,14.4,0.3
1997-08-09,3559.68,14,0.3
1997-08-10,2229.12,14.7,0.3
1997-08-11,2358.72,14.7,0.3
1997-08-12,2177.28,15.1,0.3
1997-08-13,1918.08,15.5,0.3
1997-08-14,1978.56,15.3,0.3
1997-08-15,760.32,17.3,0.3
1997-08-16,812.16,17.6,0.3
1997-08-17,691.2,16.8,0.3
1997-08-18,1460.16,15.2,0.3
1997-08-19,976.32,15.8,0.3
1997-08-20,1010.88,15.9,0.3
1997-08-21,734.4,16.7,0.3
1997-08-22,665.28,16.6,0.3
1997-08-23,457.92,17.3,0.3
1997-08-24,380.16,18.4,0.3
1997-08-25,1028.16,17.4,0.3
1997-08-26,1581.12,16.2,0.3
1997-08-27,2090.88,16,0.3
1997-08-28,4026.24,14.9,0.3
1997-08-29,12355.2,11.8,0.3
1997-08-30,3913.92,11.5,0.3
1997-08-31,5037.12,12.8,0.3
1997-09-01,3888,13.3,0.3
1997-09-02,3170.88,13.6,0.3
1997-09-03,2911.68,13.8,0.3
1997-09-04,2635.2,14.6,0.3
1997-09-05,2479.68,15.2,0.3
1997-09-06,1149.12,15.7,0.3
1997-09-07,3006.72,14.6,0.3
1997-09-08,2954.88,13.2,0.3
1997-09-09,2401.92,13.5,0.3
1997-09-10,1805.76,13.9,0.3
1997-09-11,1728,13.8,0.3
1997-09-12,1529.28,14.2,0.3
1997-09-13,3464.64,13.8,0.3
1997-09-14,3369.6,12.1,0.3
1997-09-15,3326.4,11.1,0.3
1997-09-16,2410.56,11.3,0.3
1997-09-17,1563.84,12.1,0.3
1997-09-18,1339.2,12.5,0.3
1997-09-19,1304.64,12.5,0.3
1997-09-20,941.76,12.7,0.3
1997-09-21,466.56,13.1,0.3
1997-09-22,1123.2,12.9,0.3
1997-09-23,699.84,12.8,0.3
1997-09-24,846.72,12.9,0.3
1997-09-25,881.28,12.2,0.3
1997-09-26,941.76,12,0.3
1997-09-27,760.32,12.2,0.3
1997-09-28,725.76,12.5,0.3
1997-09-29,838.08,11.6,0.3
1997-09-30,794.88,11.4,0.3
1997-10-01,812.16,12.1,0.3
1997-10-02,794.88,12.9,0.3
1997-10-03,699.84,13.3,0.3
1997-10-04,708.48,12,0.3
1997-10-05,699.84,11.1,0.3
1997-10-06,855.36,11,0.3
1997-10-07,725.76,11.5,0.3
1997-10-08,786.24,12.6,0.3
1997-10-09,777.6,13,0.3
1997-10-10,1028.16,12,0.3
1997-10-11,2548.8,11.5,0.3
1997-10-12,16243.2,10.3,0.3
1997-10-13,11836.8,8.4,0.3
1997-10-14,7387.2,7.5,0.3
1997-10-15,7162.56,7.1,0.3
1997-10-16,9072,7.4,0.3
1997-10-17,8726.4,7.7,0.3
1997-10-18,5443.2,7.5,0.3
1997-10-19,4363.2,7.7,0.3
1997-10-20,3395.52,7.7,0.3
1997-10-21,2747.52,8.1,0.3
1997-10-22,2246.4,8.1,0.3
1997-10-23,1857.6,7.9,0.3
1997-10-24,1676.16,7.5,0.3
1997-10-25,1373.76,6.5,0.3
1997-10-26,1080,5.9,0.3
1997-10-27,1209.6,6,0.3
1997-10-28,1131.84,4.9,0.3
1997-10-29,993.6,3.5,0.3
1997-10-30,941.76,2.3,0.3
1997-10-31,1045.44,2.5,0.3
1997-11-01,881.28,2.5,0.3
1997-11-02,881.28,2.6,0.3
1997-11-03,924.48,2.9,0.3
1997-11-04,933.12,3.4,0.3
1997-11-05,855.36,4,0.3
1997-11-06,915.84,5.3,0.3
1997-11-07,1175.04,6.9,0.3
1997-11-08,984.96,7.2,0.3
1997-11-09,915.84,6,0.3
1997-11-10,1071.36,5.2,0.3
1997-11-11,984.96,5,0.3
1997-11-12,1088.64,4.7,0.3
1997-11-13,1192.32,5.2,0.3
1997-11-14,1131.84,4.9,0.3
1997-11-15,820.8,4.3,0.3
1997-11-16,1209.6,4.5,0.3
1997-11-17,1546.56,5.3,0.3
1997-11-18,1080,5.1,0.3
1997-11-19,984.96,4.5,0.3
1997-11-20,976.32,3.9,0.3
1997-11-21,1140.48,4.6,0.3
1997-11-22,872.64,4.1,0.3
1997-11-23,855.36,3.9,0.3
1997-11-24,881.28,3.5,0.3
1997-11-25,864,3,0.3
1997-11-26,846.72,2.6,0.3
1997-11-27,648,2.6,0.3
1997-11-28,717.12,2.9,0.3
1997-11-29,535.68,3.9,0.3
1997-11-30,561.6,4.3,0.3
1997-12-01,1650.24,4.8,0.3
1997-12-02,2073.6,4.5,0.3
1997-12-03,1512,3,0.3
1997-12-04,1296,2.2,0.3
1997-12-05,1140.48,1.9,0.3
1997-12-06,648,1.7,0.3
1997-12-07,734.4,0.7,0.3
1997-12-08,872.64,1.1,0.3
1997-12-09,1416.96,1.9,0.2
1997-12-10,1952.64,2.7,0.3
1997-12-11,8726.4,4.1,0.3
1997-12-12,24105.6,5.2,0.3
1997-12-13,14169.6,4.2,0.3
1997-12-14,4847.04,3.7,0.3
1997-12-15,3006.72,2.6,0.3
1997-12-16,2419.2,1.4,0.3
1997-12-17,2203.2,0.5,0.3
1997-12-18,3369.6,2.5,0.3
1997-12-19,5538.24,4,0.3
1997-12-20,4769.28,4.2,0.3
1997-12-21,16243.2,4.4,0.3
1997-12-22,10886.4,4.4,0.3
1997-12-23,4371.84,4.6,0.3
1997-12-24,3378.24,4.8,0.3
1997-12-25,3637.44,4.9,0.3
1997-12-26,10713.6,5.1,0.3
1997-12-27,4527.36,4.5,0.3
1997-12-28,3404.16,3.9,0.3
1997-12-29,2643.84,3.3,0.3
1997-12-30,2272.32,2.7,0.3
1997-12-31,2030.4,2.7,0.3
