time,lake level,Black Ice,Snow,White Ice,Volume,Tot. Inflow Vol.,Tot. Outflow Vol.,Evapouration,Max Temp,Min Temp,Max dT/dz
1997-01-02 23:00:00,      39.999236,       0.000000,       0.000000,       0.000000, 9218505.203952,    1373.921234,     886.129032,       0.000000,      14.995199,      14.967679,       0.307417
1997-01-03 23:00:00,      40.005558,       0.000000,       0.000000,       0.000000, 7780079.785383,    1378.860739,     886.129032,       0.000000,      15.071445,      14.936013,       0.418964
1997-01-04 23:00:00,      40.013163,       0.000000,       0.000000,       0.000000, 9396648.005672,    1378.524183,     886.129032,       0.000000,      14.966304,      14.918080,       0.414769
1997-01-05 23:00:00,      40.020363,       0.000000,       0.000000,       0.000000, 9157298.583510,    1341.134952,     886.129032,       0.000000,      14.961598,      14.878524,       0.294206
1997-01-06 23:00:00,      40.026907,       0.000000,       0.000000,       0.000000, 9414511.006489,    1332.823678,     886.129032,       0.000000,      14.928519,      14.853377,       0.286849
1997-01-07 23:00:00,      40.033755,       0.000000,       0.000000,       0.000000, 9148716.100532,    1320.512460,     886.129032,       0.000000,      14.835679,      14.825369,       0.313850
1997-01-08 23:00:00,      40.040599,       0.000000,       0.000000,       0.000000, 8301503.596819,    1320.855128,     886.129032,       0.000000,      14.881828,      14.793001,       0.308650
1997-01-09 23:00:00,      40.047282,       0.000000,       0.000000,       0.000000, 9518696.284306,    1323.634889,     886.129032,       0.000000,      14.848194,      14.784025,       0.362773
1997-01-10 23:00:00,      40.054207,       0.000000,       0.000000,       0.000000, 8005655.165350,    1325.079489,     886.129032,       0.000000,      14.845123,      14.768353,       0.361616
1997-01-11 23:00:00,      40.060315,       0.000000,       0.000000,       0.000000, 8807793.700996,    1328.190451,     886.129032,       0.000000,      14.904009,      14.789777,       0.328007
1997-01-12 23:00:00,      40.063015,       0.000000,       0.000000,       0.000000, 7673776.031921,    1322.280438,     886.129032,       0.000000,      14.880822,      14.830114,       0.452599
1997-01-13 23:00:00,      40.064558,       0.000000,       0.000000,       0.000000, 7063767.710622,    1299.528709,     886.129032,       0.000000,      14.881874,      14.855297,       0.404668
1997-01-14 23:00:00,      40.070159,       0.000000,       0.000000,       0.000000, 7795081.138968,    1279.229756,     886.129032,       0.000000,      14.944408,      14.881818,       0.309718
1997-01-15 23:00:00,      40.090579,       0.000000,       0.000000,       0.000000, 8917053.347371,    1309.284604,     886.129032,       0.000000,      14.895939,      14.881881,       0.529070
1997-01-16 23:00:00,      40.111597,       0.000000,       0.000000,       0.000000, 8472952.013462,    1388.883956,     886.129032,       0.000000,      14.794296,      14.794296,       1.730387
1997-01-17 23:00:00,      40.119986,       0.000000,       0.000000,       0.000000, 8448847.801725,    1415.989205,     886.129032,       0.000000,      14.709049,      14.702303,       0.456271
1997-01-18 23:00:00,      40.127208,       0.000000,       0.000000,       0.000000, 8373103.747754,    1368.603830,     886.129032,       0.000000,      14.717648,      14.639070,       0.341086
1997-01-19 23:00:00,      40.131827,       0.000000,       0.000000,       0.000000, 7813225.718549,    1333.239595,     886.129032,       0.000000,      14.585906,      14.569362,       0.433426
1997-01-20 23:00:00,      40.134737,       0.000000,       0.000000,       0.000000, 8007554.516078,    1301.344647,     886.129032,       0.000000,      14.519197,      14.485968,       0.551911
1997-01-21 23:00:00,      40.139626,       0.000000,       0.000000,       0.000000, 7787955.828244,    1299.350107,     886.129032,       0.000000,      14.517411,      14.444635,       0.374997
1997-01-22 23:00:00,      40.154697,       0.000000,       0.000000,       0.000000, 8564459.309293,    1328.804465,     886.129032,       0.000000,      14.355278,      14.355278,       1.731696
1997-01-23 23:00:00,      40.169683,       0.000000,       0.000000,       0.000000, 7810671.226548,    1391.737336,     886.129032,       0.000000,      14.335435,      14.283688,       0.474164
1997-01-24 23:00:00,      40.174182,       0.000000,       0.000000,       0.000000, 8498790.075524,    1431.412438,     886.129032,       0.000000,      14.262773,      14.231548,       0.629326
1997-01-25 23:00:00,      40.179551,       0.000000,       0.000000,       0.000000, 8583900.628083,    1393.147034,     886.129032,       0.000000,      14.220949,      14.187105,       0.518843
1997-01-26 23:00:00,      40.188989,       0.000000,       0.000000,       0.000000, 8696747.378668,    1373.489116,     886.129032,       0.000000,      14.133390,      14.133390,       1.732212
1997-01-27 23:00:00,      40.197767,       0.000000,       0.000000,       0.000000, 8974757.742083,    1381.571813,     886.129032,       0.000000,      14.053656,      14.050366,       0.368284
1997-01-28 23:00:00,      40.200614,       0.000000,       0.000000,       0.000000, 8912931.636381,    1405.641212,     886.129032,       0.000000,      13.896574,      13.894161,       0.308651
1997-01-29 23:00:00,      40.201991,       0.000000,       0.000000,       0.000000, 7469142.891996,    1419.962121,     886.129032,       0.000000,      13.739617,      13.726980,       0.534367
1997-01-30 23:00:00,      40.212680,       0.000000,       0.000000,       0.000000, 8698721.146799,    1420.879512,     886.129032,       0.000000,      13.601356,      13.601356,       1.732551
1997-01-31 23:00:00,      40.223781,       0.000000,       0.000000,       0.000000, 8028761.519202,    1452.312664,     886.129032,       0.000000,      13.532084,      13.499251,       0.389046
1997-02-01 23:00:00,      40.229796,       0.000000,       0.000000,       0.000000, 8688280.582749,    1852.546920,     651.278802,       0.000000,      13.458341,      13.406810,       0.407298
1997-02-02 23:00:00,      40.259500,       0.000000,       0.000000,       0.000000,10586935.577899,    2221.034691,     416.428571,       0.000000,      13.424370,      13.350956,       0.279036
1997-02-03 23:00:00,      40.310781,       0.000000,       0.000000,       0.000000, 9416908.064078,    2526.127896,     416.428571,       0.000000,      13.259011,      13.259011,       1.733609
1997-02-04 23:00:00,      40.362974,       0.000000,       0.000000,       0.000000, 8953406.125800,    3105.380440,     416.428571,       0.000000,      13.156841,      13.150578,       0.483672
1997-02-05 23:00:00,      40.412243,       0.000000,       0.000000,       0.000000, 9082785.732370,    3178.515911,     416.428571,       0.000000,      12.956346,      12.956346,       1.734697
1997-02-06 23:00:00,      40.455571,       0.000000,       0.000000,       0.000000, 8149952.935530,    2782.728682,     416.428571,       0.000000,      12.854507,      12.812349,       0.260886
1997-02-07 23:00:00,      40.490292,       0.000000,       0.000000,       0.000000, 8700644.660889,    2493.082416,     416.428571,       0.000000,      12.724620,      12.690826,       0.282956
1997-02-08 23:00:00,      40.520608,       0.000000,       0.000000,       0.000000, 9486853.814170,    2366.391224,     416.428571,       0.000000,      12.615807,      12.584283,       0.281332
1997-02-09 23:00:00,      40.551944,       0.000000,       0.000000,       0.000000,10075255.045540,    2320.806608,     416.428571,       0.000000,      12.682104,      12.535763,       0.268270
1997-02-10 23:00:00,      40.583046,       0.000000,       0.000000,       0.000000, 6741588.143984,    2310.752185,     416.428571,       0.000000,      12.626211,      12.527278,       0.276275
1997-02-11 23:00:00,      40.614500,       0.000000,       0.000000,       0.000000, 9888929.371740,    2269.172828,     416.428571,       0.000000,      12.711720,      12.522445,       0.350353
1997-02-12 23:00:00,      40.645459,       0.000000,       0.000000,       0.000000, 8350024.124459,    2205.663208,     416.428571,       0.000000,      12.746523,      12.512994,       0.328160
1997-02-13 23:00:00,      40.675553,       0.000000,       0.000000,       0.000000, 8050150.572432,    2206.341495,     416.428571,       0.000000,      12.852808,      12.517263,       0.293808
1997-02-14 23:00:00,      40.706007,       0.000000,       0.000000,       0.000000, 9064241.666630,    2238.402684,     416.428571,       0.000000,      12.932812,      12.513429,       0.366849
1997-02-15 23:00:00,      40.737145,       0.000000,       0.000000,       0.000000, 8372687.563948,    2216.418839,     416.428571,       0.000000,      13.042635,      12.509552,       0.258877
1997-02-16 23:00:00,      40.767868,       0.000000,       0.000000,       0.000000, 8496219.633806,    2206.468262,     416.428571,       0.000000,      13.173131,      12.505634,       0.357411
1997-02-17 23:00:00,      40.797224,       0.000000,       0.000000,       0.000000, 9063352.625885,    2220.135903,     416.428571,       0.000000,      13.296536,      12.502422,       0.357905
1997-02-18 23:00:00,      40.826467,       0.000000,       0.000000,       0.000000, 8532064.000820,    2226.353011,     416.428571,       0.000000,      13.297850,      12.500431,       0.514613
1997-02-19 23:00:00,      40.857551,       0.000000,       0.000000,       0.000000, 8537500.043918,    2240.882510,     416.428571,       0.000000,      13.512642,      12.496952,       0.514630
